http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838A&q=1&yr=2010,"Department of Finance Canada","Andrew Kalotay",6010838A,2008-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-25 to 2011-03-31",,379937.25,"This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007440093&q=3&yr=2004,"Department of Finance Canada","ADT SECURITY SERVICES",6007440093,2004-11-03,"1224 Digital communications equipment",,2004-11-03,11010.30,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009060&q=3&yr=2004,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8009060,2004-11-04,"533 Rental of machinery office furniture and fixtures","2004-11-04 to 2009-04-01",,17590.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009063&q=3&yr=2004,"Department of Finance Canada","TOSHIBA OF CANADA LTD.",8009063,2004-11-05,"533 Rental of machinery office furniture and fixtures","2004-11-05 to 2007-04-01",,17295.48,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007440181&q=3&yr=2004,"Department of Finance Canada","CARBON COMPUTING",6007440181,2004-11-05,"1227 Computer equipment &#150; small &#150; desktop / personal /",,2004-11-05,14998.19,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001173&q=3&yr=2004,"Department of Finance Canada",ADECCO,7001173,2004-11-08,"813 Temporary help services","2004-11-08 to 2005-03-31",,15929.23,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=D04062FIN&q=3&yr=2004,"Department of Finance Canada","M COMERFORD &amp; SON LTD",D04062FIN,2004-11-08,"1143 Printed matter, incl. books, newspapers, pictures,","2004-11-08 to 2004-09-23",,37512.86,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=P40284&q=3&yr=2004,"Department of Finance Canada","TRI-CO PRINTING",P40284,2004-11-14,"321 Printing services","2004-11-14 to 2004-09-30",,14873.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005396&q=3&yr=2004,"Department of Finance Canada","Cinnabar Network Inc.",6005396,2004-11-16,"499 Other professional services not otherwise specifie","2004-11-16 to 2004-12-31",,45588.42,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001177&q=3&yr=2004,"Department of Finance Canada","ROBERT HALF CANADA INC.",7001177,2004-11-19,"813 Temporary help services","2004-11-19 to 2005-01-31",,12954.28,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001188&q=3&yr=2004,"Department of Finance Canada","BARBARA PERSONNEL INC.",7001188,2004-11-22,"813 Temporary help services","2004-11-22 to 2005-01-31",,10785.60,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001191&q=3&yr=2004,"Department of Finance Canada","RANDSTAD INTERIM INC.",7001191,2004-11-24,"813 Temporary help services","2004-11-24 to 2005-04-15",,15925.62,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005420&q=3&yr=2004,"Department of Finance Canada","PARKER PAD AND PRINTING LIMITED",6005420,2004-11-24,"311 Publishing services","2004-11-24 to 2004-11-30",,20437.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007430270&q=3&yr=2004,"Department of Finance Canada","VICKERS &amp; BENSON",6007430270,2004-11-24,"301 Advertising services","2004-11-24 to 2005-11-14",,3411229.55,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009128&q=3&yr=2004,"Department of Finance Canada","Agilysys Canada Inc.",8009128,2004-11-24,"1226 Computer equipment &#150; large/medium &#150; mainframe,mini",,2004-11-24,39846.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009140&q=3&yr=2004,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8009140,2004-11-25,"533 Rental of machinery office furniture and fixtures","2004-11-25 to 2007-04-01",,12018.24,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005421&q=3&yr=2004,"Department of Finance Canada","Indigo27 Inc.",6005421,2004-11-25,"499 Other professional services not otherwise specifie","2004-11-25 to 2005-01-14",,18190.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005435&q=3&yr=2004,"Department of Finance Canada","KPMG LLP",6005435,2004-11-26,"499 Other professional services not otherwise specifie","2004-11-26 to 2005-04-30",,475080.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007440191&q=3&yr=2004,"Department of Finance Canada","Wilson, Young and Associates Inc.",6007440191,2004-11-29,"499 Other professional services not otherwise specifie","2004-11-29 to 2005-01-31",,72858.98,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001198&q=3&yr=2004,"Department of Finance Canada","QMR Staffing Solutions Inc.",7001198,2004-12-01,"813 Temporary help services","2004-12-01 to 2005-01-14",,23786.10,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005422&q=3&yr=2004,"Department of Finance Canada","SOURCE FACILITIES MANAGEMENT",6005422,2004-12-01,"630 Office buildings","2004-12-01 to 2005-11-30",,10700.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009167&q=3&yr=2004,"Department of Finance Canada","CASCADES FINE PAPERS GROUP INC.",8009167,2004-12-01,"1172 Office and stationers supplies","2004-12-01 to 2004-12-03",,19869.90,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005455&q=3&yr=2004,"Department of Finance Canada","TRM TECHNOLOGIES INC.",6005455,2004-12-02,"472 Computer services&#151;except those purchased from othe","2004-12-02 to 2005-02-25",,32100.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007440195&q=3&yr=2004,"Department of Finance Canada","ITEX INC.",6007440195,2004-12-03,"1228 Computer software","2004-12-03 to 2004-11-23",,23409.89,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009183&q=3&yr=2004,"Department of Finance Canada","CALSTONE INC.",8009183,2004-12-03,"1231 Office furniture and furnishings, incl parts",,2004-12-03,24665.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009213&q=3&yr=2004,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8009213,2004-12-09,"533 Rental of machinery office furniture and fixtures","2004-12-09 to 2009-04-01",,27747.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005468&q=3&yr=2004,"Department of Finance Canada","University of Toronto",6005468,2004-12-09,"499 Other professional services not otherwise specifie","2004-12-09 to 2005-01-31",,207794.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001211&q=3&yr=2004,"Department of Finance Canada","Personnel Outaouais Inc.",7001211,2004-12-13,"813 Temporary help services","2004-12-13 to 2005-03-31",,14174.16,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009225&q=3&yr=2004,"Department of Finance Canada","NORTHERN MICRO INC.",8009225,2004-12-13,"1227 Computer equipment &#150; small &#150; desktop / personal /",,2004-12-13,19046.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=P40172&q=3&yr=2004,"Department of Finance Canada","TRI-CO PRINTING",P40172,2004-12-16,"311 Publishing services","2004-12-16 to 2004-12-09",,10179.45,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8009255&q=3&yr=2004,"Department of Finance Canada","Agilysys Canada Inc.",8009255,2004-12-17,"1228 Computer software",,2004-12-17,13263.72,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007440194&q=3&yr=2004,"Department of Finance Canada","HUMAN CONCEPTS",6007440194,2004-12-17,"1228 Computer software",,2004-12-17,19968.24,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001214&q=3&yr=2004,"Department of Finance Canada","ROBERT HALF CANADA INC.",7001214,2004-12-21,"813 Temporary help services","2004-12-21 to 2005-03-31",,19094.04,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6005498&q=3&yr=2004,"Department of Finance Canada","BMB CONSULTING SERVICES INC.",6005498,2004-12-30,"491 Management Consulting Services","2004-12-30 to 2005-03-31",,17120.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-008&q=2&yr=2004,"Department of Finance Canada","MORLEY F.W.BURSEY",30047-008,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,57500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-009&q=2&yr=2004,"Department of Finance Canada","MacDONALD, MALCOLM",30047-009,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,58075.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-010&q=2&yr=2004,"Department of Finance Canada","GREY, NORMAN",30047-010,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-011&q=2&yr=2004,"Department of Finance Canada","ADAMS, WALTER",30047-011,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-012&q=2&yr=2004,"Department of Finance Canada","FULLER, RON",30047-012,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-013&q=2&yr=2004,"Department of Finance Canada","BURTON, J. ALAN",30047-013,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-014&q=2&yr=2004,"Department of Finance Canada","DONNA SHEPARD",30047-014,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-015&q=2&yr=2004,"Department of Finance Canada","O&#39;NEILL, D.M.(MIKE)",30047-015,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,53500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-016&q=2&yr=2004,"Department of Finance Canada","CLAUDETTE BOURGON",30047-016,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-017&q=2&yr=2004,"Department of Finance Canada","SEAMAN, CHARLES",30047-017,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-018&q=2&yr=2004,"Department of Finance Canada","SUSAN LYNE MACDONALD",30047-018,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-019&q=2&yr=2004,"Department of Finance Canada","AL POTTS",30047-019,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-020&q=2&yr=2004,"Department of Finance Canada","Smith, Don L.",30047-020,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-021&q=2&yr=2004,"Department of Finance Canada","JOHN F MILLS",30047-021,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-022&q=2&yr=2004,"Department of Finance Canada","DONALD R LOADER",30047-022,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-023&q=2&yr=2004,"Department of Finance Canada","WILLIAM WATSON",30047-023,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54570.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-024A&q=2&yr=2004,"Department of Finance Canada","9032-9863 QUEBEC INC.",30047-024A,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,54837.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-025&q=2&yr=2004,"Department of Finance Canada","DEVELOPPEMENT CHAREST INC.",30047-025,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,53767.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-026&q=2&yr=2004,"Department of Finance Canada","BRUNEAU, FRANCINE",30047-026,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52376.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-027&q=2&yr=2004,"Department of Finance Canada","ALLAN McMILLAN",30047-027,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52697.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-028&q=2&yr=2004,"Department of Finance Canada","FOUGERE, MAURICE",30047-028,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52697.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-029&q=2&yr=2004,"Department of Finance Canada","STENERSON, SUSAN C",30047-029,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52162.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-030&q=2&yr=2004,"Department of Finance Canada","JACQUES GAUTHIER",30047-030,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,55372.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-031&q=2&yr=2004,"Department of Finance Canada","ROLAND - FINANCIAL SERVICES LTD",30047-031,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-032&q=2&yr=2004,"Department of Finance Canada","Gough, Charles T.",30047-032,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,53500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-033&q=2&yr=2004,"Department of Finance Canada","DEERING, W.D.",30047-033,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,60455.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-034&q=2&yr=2004,"Department of Finance Canada","RBC DOMINION SECURITIES",30047-034,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-035&q=2&yr=2004,"Department of Finance Canada","Simonot, Loretta",30047-035,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,55105.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-036&q=2&yr=2004,"Department of Finance Canada","MAXWELL, ALAN R.",30047-036,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,53500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-037&q=2&yr=2004,"Department of Finance Canada","BROWN, GERALD A.",30047-037,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,55105.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-038&q=2&yr=2004,"Department of Finance Canada","RBC DOMINION SECURITIES LTD.",30047-038,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-039&q=2&yr=2004,"Department of Finance Canada","MISTIYA INC.",30047-039,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,55105.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-040&q=2&yr=2004,"Department of Finance Canada","CARRI&Egrave;RE, GASTON",30047-040,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,58047.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=30047-041&q=2&yr=2004,"Department of Finance Canada","CORNELIUS A. DEWIT",30047-041,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,52430.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004626&q=2&yr=2004,"Department of Finance Canada","H &amp; K Communications",6004626,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,24877.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004635&q=2&yr=2004,"Department of Finance Canada",CILFO,6004635,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2004-08-06",,13520.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004636&q=2&yr=2004,"Department of Finance Canada",CILFO,6004636,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2004-09-17",,21640.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=2004PM0077&q=2&yr=2004,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",2004PM0077,2004-04-01,"533 Rental of machinery office furniture and fixtures","2004-04-01 to 2007-03-31",,11902.68,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004659&q=2&yr=2004,"Department of Finance Canada","MEDIA Q INC.",6004659,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2005-03-31",,24877.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004664&q=2&yr=2004,"Department of Finance Canada","STEWART AGENCY",6004664,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2005-03-31",,24990.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004665&q=2&yr=2004,"Department of Finance Canada","CARON PROFESSIONAL &amp; LINGUISTIC",6004665,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2005-03-31",,24990.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004666&q=2&yr=2004,"Department of Finance Canada","CENTRE LANGUES CHAMPLAIN",6004666,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2005-03-31",,24984.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004668&q=2&yr=2004,"Department of Finance Canada","ECOLE DE LANGUES ABCE INC.",6004668,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2005-03-31",,24990.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004734&q=2&yr=2004,"Department of Finance Canada","ECOLE DE LANGUES DE L&#39;ESTRIE",6004734,2004-04-01,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-01 to 2005-03-31",,24960.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004858&q=2&yr=2004,"Department of Finance Canada","Dornoch Capital Inc.",6004858,2004-04-01,"499 Other professional services not otherwise specified","2004-04-01 to 2004-09-30",,21828.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004658&q=2&yr=2004,"Department of Finance Canada",CILFO,6004658,2004-04-05,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-05 to 2004-11-12",,21600.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004717&q=2&yr=2004,"Department of Finance Canada","LOCKHART COMMUNICATIONS",6004717,2004-04-13,"499 Other professional services not otherwise specified","2004-04-13 to 2005-03-31",,24877.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004671&q=2&yr=2004,"Department of Finance Canada","DATA BUSINESS FORMS",6004671,2004-04-15,"311 Publishing services","2004-04-15 to 2004-07-08",,12454.85,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004672&q=2&yr=2004,"Department of Finance Canada","DATA BUSINESS FORMS",6004672,2004-04-15,"311 Publishing services","2004-04-15 to 2004-07-08",,30866.17,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004673&q=2&yr=2004,"Department of Finance Canada","DATA BUSINESS FORMS",6004673,2004-04-15,"311 Publishing services","2004-04-15 to 2004-07-08",,59892.59,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008165&q=2&yr=2004,"Department of Finance Canada","CANADA COUNCIL ART BANK",8008165,2004-04-15,"570 Rental - other (specify)","2004-04-15 to 2004-04-01",,11235.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004735&q=2&yr=2004,"Department of Finance Canada",CILFO,6004735,2004-04-19,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-04-19 to 2004-09-17",,21200.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008188&q=2&yr=2004,"Department of Finance Canada","GRAND AND TOY",8008188,2004-04-20,"1172 Office and stationers supplies",,2004-04-20,15786.78,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001034&q=2&yr=2004,"Department of Finance Canada","ACTION PERSONNEL",7001034,2004-04-20,"813 Temporary help services","2004-04-20 to 2004-06-07",,13731.52,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007430265&q=2&yr=2004,"Department of Finance Canada","MACROECONOMIC ADVISERS, LLC",6007430265,2004-04-21,"812 Computer Services","2004-04-21 to 2004-04-01",,14357.68,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7001036&q=2&yr=2004,"Department of Finance Canada","API (ALLIANCE PERSONNEL INC.)",7001036,2004-04-22,"813 Temporary help services","2004-04-22 to 2004-05-17",,14741.12,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008211&q=2&yr=2004,"Department of Finance Canada","GRAND AND TOY",8008211,2004-04-23,"1172 Office and stationers supplies",,2004-04-23,15786.78,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008227&q=2&yr=2004,"Department of Finance Canada","CANADIAN CORPS OF COMMISSIONAIRES",8008227,2004-04-28,"460 Protection services","2004-04-01 to 2005-03-31",,11430.68,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008228&q=2&yr=2004,"Department of Finance Canada","CANADIAN CORPS OF COMMISSIONAIRES",8008228,2004-04-28,"460 Protection services","2004-04-01 to 2005-03-31",,202101.05,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008229&q=2&yr=2004,"Department of Finance Canada","CANADIAN CORPS OF COMMISSIONAIRES",8008229,2004-04-28,"460 Protection services","2004-04-01 to 2005-03-31",,17585.66,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008230&q=2&yr=2004,"Department of Finance Canada","CANADIAN CORPS OF COMMISSIONAIRES",8008230,2004-04-28,"460 Protection services","2004-04-01 to 2005-03-31",,1252019.14,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=2004PM191&q=2&yr=2004,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",2004PM191,2004-05-01,"533 Rental of machinery office furniture and fixtures","2004-05-01 to 2009-04-30",,20454.12,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008247&q=2&yr=2004,"Department of Finance Canada","RENTOKIL INITIAL CANADA LIMITED",8008247,2004-05-03,"499 Other professional services not otherwise specified","2004-05-03 to 2004-05-01",,277558.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008248&q=2&yr=2004,"Department of Finance Canada","RENTOKIL INITIAL CANADA LIMITED",8008248,2004-05-03,"499 Other professional services not otherwise specified","2004-05-03 to 2004-05-01",,313668.79,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008249&q=2&yr=2004,"Department of Finance Canada","RENTOKIL INITIAL CANADA LIMITED",8008249,2004-05-03,"499 Other professional services not otherwise specified","2004-05-03 to 2004-05-01",,483604.48,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8008250&q=2&yr=2004,"Department of Finance Canada","RENTOKIL INITIAL CANADA LIMITED",8008250,2004-05-03,"499 Other professional services not otherwise specified","2004-05-03 to 2004-05-01",,41633.70,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6004813&q=2&yr=2004,"Department of Finance Canada",CILFO,6004813,2004-05-03,"447 Tuition fees and costs of attending courses not elsewhere specified","2004-05-03 to 2004-08-27",,18440.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007430242&q=2&yr=2004,"Department of Finance Canada","EXECUTIVE SOFTWARE INTERNATIONAL",6007430242,2004-05-06,"1228 Computer software",,2004-05-06,37955.58,
